year,to_country_id,to_country,performer,song,place_contest,running_final,place_final,points_final,points_tele_final,points_jury_final,composers,lyricists,lyrics,youtube_url
2020,Ukraine,Ukraine,Go_A,Solovey,,,,,,,,,"Oi khodila ya v dolinu\nPo chervonuyu kalinu\nOi khodila ya v dolinu\nPo chervonuyu kalinu\nNazbirala kvitochok\nZaplitala v vinochok\nZaplitala v vinochok\nRutu i barvinochok\nA do mene Vanyusha\nIz za hayu pospisha\nA do mene Vanyusha\nTi Katrusya horosha!\nMila moya Katrusya\nYa z toboyu lyublyusya\nYa z toboyu lyublyusya\nPoki ne zna matusya\n\nSolovey, solovey ne spivay ranenko\nA meni na serdenku znov ne veselenko\nSolovey, solovey oi yak meni buti\nVmila yoho polyubiti - ne vmila zabuti\n\nYakbi ya toho ne znala\nYa b z toboyu ne hulyala\nNe khodila v dolinu\nNe lamala b kalinu\nYa z toboyu lyublyusya\nPoki ne zna matusya\nA yak uzna matusya, to roziydemosya\n\nNe spivay ranenko\nShos ne veselenko\nOi yak meni buti\n\nSolovey, solovey ne spivay ranenko\nA meni na serdenku znov ne veselenko\nSolovey, solovey oi yak meni buti\nVmila yoho polyubiti - ne vmila zabuti\n\nSolovey, solovey ne spivay ranenko\nA meni na serdenku znov ne veselenko\nSolovey, solovey oi yak meni buti\nVmila yoho polyubiti - ne vmila zabuti",https://youtube.com/watch?v=zNetXPSld50
2020,at,Austria,Vincent Bueno,Alive,,,,,,,,,"Shackle bolts\nAround all these thrones come screaming\nBehind a wall of egos\nThere is a hidden hero in us, in us\nIn all of us\n\nYou make me feel like, oh-oh-oh\nYou make me feel like, oh-oh-oh\nYou make me, you make me feel like, oh-oh-oh\nYou make me feel like\n\nYou make me feel alive\nYou make me feel like I'm alive again, alive again\nOnly you can make me feel alive again, alive again\n\nI'm like a little match box\nAll I need is a little spark\nTo light this whole world up\nPrepare for fire shots\nOnly you can make me feel alive again, alive again\n\nSticks and stones, oh-oh\nMight break all I own\nCome beat it\nBehind a wall of egos\nThere is a hidden hero in us, oh-oh-oh\n\nYou make me feel like, oh-oh-oh\nYou make me, you make me feel like, yeah, oh-oh-oh\nYou make me feel like\n\nYou make me feel alive\nYou make me feel like I'm alive again, alive again\nOnly you can make me feel alive again, alive again\n\nI'm like a little match box\nAll I need is a little spark\nTo light this whole world up\nPrepare for fire shots\nOnly you can make me feel alive again, alive again\n\nI give you fire shots\nShackle bolts hidden around\nEverybody sing, come on\nOh, oh, oh-oh\nOh, oh, oh-oh\nOh, oh, oh-oh\nOh, oh, oh-oh\n\nYou make me feel alive\nYou make me feel like I'm alive again, alive again, oh-oh\n\nIt's overthrown\nAnd I'm on my own\nAlive again",https://youtube.com/watch?v=cOuiTJlBC50
2020,cz,Czech Republic,Benny Cristo,Kemama,,,,,,,,,"Ok mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own\n\nThey say I lost my way\nLost my way ? Never lost my way oh no\nI know where I go don't care what they say\nNever care what they say, oh no\nI'm high I'm lifted like sir Bob Marley\nBob Barley oh yeah\nI'm about to show them all imma kill it\nAli Boomaye oh yeah\n\nImma put my heart on the stove\nLet y'all feel the heat\nYou'll be playing with the fire \nIf you dance with me\nI wasn't always like that \nI wasn't born like that\nI just work like that\n24/7\n\nOk mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own\n\nOk mama you know\nIn this concrete jungle I wasn't easy to grow up\nNah Nah Nah\nBut every time they pushed me down \nI answered with this smile and I got up\nLike you told me\n\nImma put my heart on the stove\nLet y'all feel the heat\nYou'll be playing with the fire \nIf you dance with me\nI wasn't always like that \nI wasn't born like that\nI just work like that\n24/7\n\nOk mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own\nOk mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own\n\nSee I don't care if you are not like me\nI just came to dance\nWe should dance all night b, night b\nAnd I don't care if they don't like me\nAll I do is dance I don't care about their fighting\nWhy they fighting\n\nOk mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own\nOk mama you know\nThey can say what they want you should let it go\nCause tonight I will show love\nI'll show them I can dance on my own",https://youtube.com/watch?v=wROqCHLnbko
2020,ee,Estonia,Uku Suviste,What Love Is,,,,,,,,,"How mysterious this life can be\nFull of beautiful surprises\nI never really knew the man I thought was me\n\nDreams that I believed\nConvinced my destiny\nI was meant to be alone\n\nBut how can you know how a star looks\nIf you've never looked at the sky\nI couldn't have told you what blue is\nTill I looked into your eyes,\nOr how soft the feel of a cloud is\n'Till I was touching your skin\nThe world is a wonder of wonders I'd never seen\n\nI never imagined the power\nI never imagined the need\nI never imagined what love is\nNow love is all I dream\nHow wonderful was the awakening\nNow everything is the sunrise\nPainted in sounds of your breathing\nColored by your signs\nI never knew\nWhat it was to - love\n\nMuch too sensible too reasonable\nEver to believe in miracles\n\nBut now you've come to me\nChanged my destiny\nI'll never be alone\n\nI never imagined the power\nI never imagined the need\nI never imagined what love is\nNow love is all I dream\n\nI never imagined the power\nI never imagined the need\nI never imagined what love is\nNow love is all I dream\n\nI never imagined the power\nI never knew\nWhat it was to - love",https://youtube.com/watch?v=3EIQ6U039ms
2020,gr,Greece,Stefania,Superg!rl​,,,,,,,,,"Keep the phone booth, don't need a super car\nNo x-ray vision to show them who we are\nI got the power, climb up the tower\nSave all humanity on zero hour\n\nNa-na-nothing can stop me, no-nobody can hold me down\nStanding in the light, it's a new world, let me be your supergirl\nNa-na-nothing can stop me, no-nobody can hold us down\nFighting in the dark over true love, let me be your supergirl\n\nI'm your supergirl\nFighting from the heart\n\nI'm your supergirl, supergirl, unana\nIn this crazy world, crazy world, unana\nI'm your supergirl, supergirl, unana\nFighting from the heart, from the heart, unana\n\nThere's no wonder it takes a woman \nTo be a hero more than a human \nTo overflow your heart with electricity\nFind through the shadows your true identity\n\nNa-na-nothing can stop me, no-nobody can hold me down\nStanding in the light, it's a new world, let me be your supergirl\nNa-na-nothing can stop me, no-nobody can hold us down\nFighting in the dark over true love, let me be your supergirl\n\nI'm your supergirl\nFighting from the heart\n\nI'm your supergirl, supergirl, unana\nIn this crazy world, crazy world, unana\nI'm your supergirl, supergirl, unana\nFighting from the heart, from the heart, unana\n\nFly, give me a signal and I'll fly\nOn a supersonic high \nLike a hero in the sky \nI will stand by your side \n\nI'm your supergirl, supergirl, unana\nIn this crazy world, crazy world, unana\nI'm your supergirl, supergirl, unana\nFighting from the heart\n\nI'm your supergirl, supergirl, unana\nIn this crazy world, crazy world, unana\nI'm your supergirl, supergirl, unana\nFighting from the heart\n\nI'm your supergirl",https://youtube.com/watch?v=dJxCINWp_j0
2020,is,Iceland,Daði & Gagnamagnið,Think About Things,,,,,,,,,"Baby I can't wait to know\nBelieve me  I'll  always be there so\n\nThough I know I love you\nI find it hard to see how you feel about me\n'Cause I don't understand you \nOh you are yet to learn how to speak\n\nWhen we first met\nI will never forget\n'Cause even though I didn't know you yet\nWe were bound together then and forever\nAnd I could never let you go\n\nBaby I can't wait to know\nWhat do you think about things\nBelieve me I will always be there so\nYou can tell me anything and I'll listen\n\nWhen we are together \nThere isn't anywhere that I would rather be\nThree birds of a feather \nI just hope you enjoy our company\n\nIt's been some time\nAnd though hard to define,\nAs if the stars have started to align\nWe are bound together,\nNow and forever\nAnd I will never let you go\n\nBaby I can't wait to know\nWhat do you think about things\nBelieve me I will always be there so\nYou can tell me anything and I'll listen\n\nI might even know what to say\nBut either way at least I'll be there\n\nBaby I can't wait to know\nWhat do you think about things\nBelieve me I will always be there so\nYou can tell me anything and I'll listen",https://youtube.com/watch?v=1HU7ocv3S2o
2020,md,Moldova,Natalia Gordienko,Prison,,,,,,,,,"I don't want to feel you\nI don't want to feel you this close\nI don't want to hold you\nDo I want hold or let go\nI don't want to fight the night\nInside with you\n\nI am surrounded by walls\nCovered with all your memories\nWish this were solitary no\nWalking with me in the halls\nSo, there is no forgetting\nI know you 'll never let me\n\nI don't want to be with you\nI don't want to be without you, do I\nI don't want to be with you\nI don't want to be without you\n\nPrison\nI can't escape from this\nPrison\nLove is a fool's prison\n\nI don't want to need you\nI don't want to seem so desperate\nI don't want tell you\nI don't want to hear it's useless\nI don't want to fight the night\nInside with you\n\nI am surrounded by walls\nCovered with all your memories\nWish this were solitary\n\nI don't want to be with you\nI don't want to be without you\nI don't want to be with you\nI don't want to be without you",https://youtube.com/watch?v=RnD1ApDo5_k
2020,pl,Poland,Alicja Szemplińska,Empires,,,,,,,,,"Ashes to ashes, dust into dust\nI'll follow you through black\nTry to forgive that I'm not awake\nDreaming this dream could last\n\nNo looking down\nThere's fool's gold in our eyes\n\nBurning an empire\nHappens so easy\nPlaying with fire\nMaybe it's you and me\nBurning an empire\nIs our fault, we\nRise and fall\n\nLike moths to a flame\nLike a bird to a pane of glass\nHoping for change but we do the same\nWe're gasoline and a match\n\nNo looking down\nThere's fool's gold in our eyes\n\nBurning an empire\nHappens so easy\nPlaying with fire\nMaybe it's you and me\nBurning an empire\nIs our fault, we\nRise and fall\n\nWe just want it all\nUsed to be a tower so tall\nNow we are only crumbling walls\n\nWe rise and fall\nMoth to a flame as we do the same\nLike a bird to a pane of glass\n\nDown to the wire\nEmpires fall",https://youtube.com/watch?v=s_Y7mMka4SQ
2020,sm,San Marino,Senhit,Freaky!,,,,,,,,,"So, when you touch me, I feel your love all over my body\n(Body, body, body, body)\nYou make me feel like I'm spinning from the way that you want me\n(Want me, want me, want me, want me, want me, want)\n\nPut on a show, co-co-completely\nSome people think our love is freaky, freaky, freaky\nThey say we cray, I must be faking\nBut you and I, we like it freaky, freaky, freaky\n\nDrinks on rooftops and kiss in the dark\nDance around late at night in the park\nSparkle it up, dressing in colours\n'Cause life is good when we're freaky, freaky, freaky\n\nSo, when you touch me, I feel your love all over my body\n(Body, body, body, body)\nYou make me feel like I'm spinning from the way that you want me\n(Want me, want me, want me)\n\nYeah, we wanna break all the rules\nAnd make up some new\nThen we'll destroy all of them too\n'Cause that's what we do, oh yeah\nAnd life goes by too quickly now not to be freaking it up\nFreaking it up\nFreaky, freaky, freaky\n\nDrinks on rooftops and kiss in the dark\nDance around late at night in the park\nSparkle it up, dressing in colours\n'Cause life is good when we're freaky, freaky, freaky\n\nFreaky, freaky, freaky\nFreaky, freaky, freaky\n\nThey say we cray, I must be faking\nBut you and I, we like it freaky, freaky, freaky\nSparkle it up, dressing in colours\n'Cause life is good when we're freaky, freaky\n\nYeah, we wanna break all the rules\nAnd make up some new\nThen we'll destroy all of them too\n'Cause that's what we do, oh yeah\nAnd life goes by too quickly now not to be freaking it up\nFreaking it up (Freaky, freaky, freaky)\n\nBreak all the rules\nAnd make up some new\nThen we'll destroy all of them too\n'Cause that's what we do, oh yeah\nAnd life goes by too quickly now not to be freaking it up\nFreaking it up (Freaky, freaky, freaky)\n\nThey say we cray, I must be faking\nBut you and I, we like it freaky, freaky, freaky\nSparkle it up, dressing in colours\n'Cause life is good when we're freaky, freaky, freaky",https://youtube.com/watch?v=c6ZNo_hVA6E
2020,rs,Serbia,Hurricane,Hasta la vista,,,,,,,,,"Jedan, dva, tri i kraj\nOdbrojano je znaj\nRuke uvis na moj znak\nOpet si sa njom, opet, opet si sa njom\n\nZbog tebe nemam sna\nTišina ubija\nOstaćemo ti i ja\nPraznih pogleda\nTi bez srca ja bez sna\n\nMada ponekad sam malo crazy\nAl' sa mnom nikad nije dosadno u vezi\nA ti uvek biraš pogrešnu sebi\nSada ljubavi uzmi ili ostavi\n\nHasta la vista, baby\nImam novi plan, imam, imam novi plan\nHasta la vista, baby\nJasno kao dan, jasno, jasno kao dan\nKaži mi hvala što sam te volela\nNa tebe takvog pala\nMa, sorry što nisam ti se dopala\nHasta la vista, baby\n\nJedan, dva, tri i kraj\nOdbrojano je znaj\nRuke uvis na moj znak\nOpet si sa njom, opet, opet si sa njom\n\nZbog tebe nemam sna\nTišina ubija\nNije ovo sujeta\nU ljubavi to je cute but psycho\n\nMada ponekad sam malo crazy\nAl' sa mnom nikad nije dosadno u vezi\nA ti uvek biraš pogrešnu sebi\nSada ljubavi uzmi ili ostavi\n\nHasta la vista, baby\nImam novi plan, imam, imam novi plan\nHasta la vista, baby\nJasno kao dan, jasno, jasno kao dan\nKaži mi hvala što sam te volela\nNa tebe takvog pala\nMa, sorry što nisam ti se dopala\nHasta la vista, baby\n\nO da, milom ili silom želim da dam ti se\nPa nek' obrne se svet\nTi i ja na obodima ludila kad sviram kraj\nKad sviram kraj, a yeah\n\nHasta la vista, baby\nImam novi plan, imam, imam novi plan\nHasta la vista, baby\nJasno kao dan, jasno, jasno kao dan\nKaži mi hvala što sam te volela\nNa tebe takvog pala\nMa, sorry što nisam ti se dopala\nHasta la vista, baby\n\nImam, Imam novi plan\nHasta la vista, baby\nHasta la vista, baby\nHasta la, Hasta la vista baby\nBaby ooh\nHasta la vista, baby\nHasta la vista, baby",https://youtube.com/watch?v=7fqZevYLUMs
2020,al,Albania,Arilena Ara,Fall From The Sky,,,,,,,,,Words have cut me to the bone\nAnd my heart is sinking like a stone\nBut I don't let it show\nBarely take another breath\nThough I'm suffocating here alone\nI'll never let you know\n\nFall from the sky\nAlways making me hold back my wings\nWhen I'm destined to fly\nI'm screaming inside\nYou can crush and break down my walls\nBut my heart will survive\n\nYou have made me doubt my faith\nHide the truth behind another lie\nBut you won't see me cry\nI pray for you for all you've done\nAll the hurt that you leave in your wake\nIt's so hard not to break\n\nFall from the sky\nAlways making me hold back my wings\nWhen I'm destined to fly\nI'm screaming inside\nYou can crush and break down my walls\nBut my heart will survive\n\nYou think I'm better without a way to speak my mind\nYou think I don't wanna shout and that I'm terrified\nScreaming inside\nWith nowhere to hide\nYou won't let me fly\nFall from the sky\nAs you hold back my wings\n\nFall from the sky\nAs you hold back my wings\nWhen I'm destined to fly\nI'm screaming inside\nFall from the sky\nBreak down my walls\nBut I'm destined to fly,https://youtube.com/watch?v=p-E-kIFPrsY
2020,am,Armenia,Athena Manoukian,Chains On You,,,,,,,,,"I got it, you wanna take me to the party\nCause you're naughty\nHuh\nWell let me tell you one kind of story\n\nYeah I start it, I make it, I ride it, I work it\nDon't like it, I'm gonna say no\nI ain't no lying, I'm trying, I'm flying, no buying\nAnd I know I'm gonna make it to the top\n\nKeeping my diamonds on you\nI'm keeping my diamonds on you\nKeeping my diamonds on you\nI got angels by my side\nAnd this is what I say to you\n\nDiamonds shining on me\nMy diamonds shining on me\nDiamonds shining on me\nYou said I don't really care\nCan't you see I'm right here\n\nBoy, don't deny my lips on fire\nThey're screaming boy\nLet me breath, you're all I need\nAnd I say boy\nCall my name, we're burning flame\nI want you boy\nI am yours, only yours and of course\nHurt me\n\nChains on chains on you\nImma put them boy\nChains on chains on you\nChains on chains on you\nImma put them boy\nChains on chains on you\n\nI was staring at you while sitting next to you, I think I got a juice I\nstarted thinking how my name would sound to you, so you were walking towards\nme and I knew I should believe I would be the one that'll really make you\nfeel like a boss\n\nI start it, I make it, I ride it, I work it\nDon't like it, I'm gonna say no\nI ain't no lying, I'm trying, I'm flying, no buying\nAnd I know I'm gonna make it to the top\n\nKeeping my diamonds on you\nI'm keeping my diamonds on you\nKeeping my diamonds on you\nI got angels by my side\nAnd this is what I say to you\n\nDiamonds shining on me\nMy diamonds shining on me\nDiamonds shining on me\nYou said I don't really care\nCan't you see I'm right here\n\nBoy, don't deny my lips on fire\nThey're screaming boy\nLet me breath, you're all I need\nAnd I say boy\nCall my name, we're burning flame I want you boy\nI am yours, only yours and of course\nHurt me\n\nHurt me\n\nI am yours, only yours and of course\nHurt me\n\nChains on chains on you\nImma put them boy\nChains on chains on you\nChains on chains on you\nImma put them boy\nChains on chains on you\n\nDiamonds shining on me\nMy diamonds shining on me\nDiamonds shining on me\nYou said I don't really care\nCan't you see I'm right here",https://youtube.com/watch?v=XpQHGMM8c5U
2020,bg,Bulgaria,Victoria,Tears Getting Sober,,,,,,,,,"Great, feel my head is taking over me\nTen déjà vus a day\nand each time I'm getting colder,\npain, I should let it go\n\nYour lies burn like sugar in my wounds\nIn time my wound will be a scar\n\nStrained but my tears are getting sober now\nand I've been here before so,\nweight that I'm holding on my shoulders,\nI'm gonna let it go\n\nThis is my first time trying\nLook how the tables turn\nI've got this dirt inside me\nI've got some space to grow\n\nYour lies burn like sugar in my wounds\nSo I have sweet bruises\nIn time I'll forget what you have done\nIn time my wound will be a scar\n\nMy pain will soon be over\nOh, how the tables turn\nTears are getting sober\nI got some space to grow\n\nYour lies burn like sugar in my wounds\nSo I have sweet bruises\nIn time I'll forget what you have done\nIn time my wound will be a scar",https://youtube.com/watch?v=V_hgYnwZR8I
2020,dk,Denmark,Ben & Tan,Yes,,,,,,,,,"I was six feet under for the one and only\nSpent the nights feeling bitter, sad and lonely\nDidn't realize how much fear controlled me\nUntil you came and loved me like I'm holy\nNow I'm ready to give life one more chance\n\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes, say yes\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes\nUuh, uuh, uh\n\nNever thought I would be high on life but sober\nDidn't think that I'd be able to turn this over\nLet's make stories to talk about when we're older\nCome and rest your pretty head upon my shoulder\nNow I'm ready to give life one more chance\n\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes, say yes\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes\nUuh, uuh, uh\nSay yes, say yes, say yes\nUuh, uuh, uh\n\nLet's make stories to talk about when we're older (Hmm)\nCome and rest your pretty head upon my shoulder\nUuh, uuh, uh\nSay yes, say yes (Say yes)\n\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes, say yes\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, I must confess\nSay yes, say yes\n\nThink my heart is beating me to death\nI have got an arrow through my chest\nI am so in love, so just say yes",https://youtube.com/watch?v=XQ5tMhQIp1E
2020,fi,Finland,Aksel Kankaanranta,Looking Back,,,,,,,,,"We would fall asleep\nTalking 'bout our dreams\nWaiting for eighteen\nIs never what it seems\n\nWe were young and naive\nDidn't know what we need\nWe were in such a rush to grow up\n\nWe were restless, confused\nSummer nights on the roof\nDidn't know what was in front of us\n\nChasing the high life\nStuck in the low lights\nBut we never know what we have\nUntil it's over and we're looking back\n\nSpeeding through red lights\nWe had a good ride\nBut we never know what we have\nUntil it's over and we're looking back\n\nAll these memories \nMade me feel at home\nWhen I walk these streets\nI'm the only one, I know \n\nWe were young and naive\nDidn't know what we need\nWe we're in such a rush to grow up\n\nNow it's too late to save \nAll the seasons have changed \nDidn't know what was in front of us\n\nChasing the high life\nStuck in the low lights\nBut we never know what we have\nUntil it's over and we're looking back\n\nSpeeding through red lights\nWe had a good ride\nBut we never know what we have\nUntil it's over and we're looking back\n\nChasing the high life\nStuck in the low lights\nBut we never know what we have\nUntil it's over and we're looking back\n\nSpeeding through red lights\nWe had a good ride\nBut we never know what we have\nUntil it's over and we're looking back\n\nYeah we never know what we have\nUntil it's over and we're looking back",https://youtube.com/watch?v=EgONBKFQpxE
2020,ge,Georgia,Tornike Kipiani,Take Me As I Am,,,,,,,,,"How do you want me to talk like an Englishman?\nWhere do you want me to dress like an Italian?\nNow do you want me to dance like a Spanish guy?\nI guess you don't love me\nNo, you don't love me\n\nHow do you want me to talk like an Englishman?\nWhere do you want me to dress like an Italian?\nNow do you want me to dance like a Spanish guy?\nI guess you don't love me\nNo, you don't love me\n\nI love you, ti amo, te quiero\nTake me as I am\nBut you don't love me\nWhy don't you love me?\n\nSo tell me why do you want me to smell like a French homme?\nOh, tell me why do you want me to play like a German?\nWhy don't you want me to be just the way I am?\nI guess you don't love me\nWhy don't you love me?\n\nJe t'aime, ich liebe dich\nBut you don't love me\nWhy don't you love me?\nI love you, I love you",https://youtube.com/watch?v=LjNK4Xywjc4
2020,lv,Latvia,Samanta Tīna,Still Breathing,,,,,,,,,"I will keep on going\nI will keep on running\nRunning till I reach the end\nStrong enough to take it\nI am gonna make it\nDestiny is in my hands\n\nThought I'd never get up\nThought I'm gonna give up\nLost in my way\nMany time between\n\nBut I'm still breathing\nI'm still breathing\nNothing to regret\nNever looking back\n\nI will keep on going\nI will keep on running\nRunning till I reach the end\nStrong enough to take it\nI am gonna make it\nDestiny is in my hands\n\nLife, life's go on (Let the life go on)\nI grow strong (So can I get strong)\nLife, life's go on (Let the life go on)\nBut I grow strong\n\nEvery day I wake up\nTrying to get higher\nBe a better woman\nWorking even harder\n\nI'm still breathing\nI'm still breathing\nListening to my heart\nReady for the start\n\nI will keep on going\nI will keep on running\nRunning till I reach the end\nStrong enough to take it\nI am gonna make it\nDestiny is in my hands\n\nLife, life's go on (Let the life go on)\nI grow strong (So can I get strong)\nLife, life's go on (Let the life go on)\nBut I grow strong\n\nReaching for the stars\nI'm knowing getting closer\nLife is music\nI am a composer\nMy dreams become so real with\nAll the love I'm feeling\n\nI'm still breathing\nI'm still breathing\n\nI will keep on going\nI will keep on running\nRunning till I reach the end\nI will keep on going\nI will keep on running\nRunning till I reach the end\nLife, life\n\nI will keep on going\nI will keep on running\nRunning till I reach the end\nStrong enough to take it\nI am gonna make it\nDestiny is in my hands",https://youtube.com/watch?v=ELr6U2fOrnE
2020,pt,Portugal,Elisa,Medo de sentir,,,,,,,,,"Qual é a saída\nEu acho que já não sei amar\nE se o amor me convida\nAgora não consigo aceitar\nParece que é rotina\nA minha solidão teima em voltar\n\nEu não era assim\nMas agora tenho medo de sentir\nPergunta ao tempo ele sabe tudo sobre mim\nPergunta ao tempo ele sabe tudo sobre mim\n\nSe me dás a tua mão\nEu não sei como vou reagir\nSe falas de coração\nParece que estou outra vez a ouvir\nMais uma ilusão\nQue não tarda muito em partir\n\nEu não era assim\nMas agora tenho medo de sentir\nPergunta ao tempo ele sabe tudo sobre mim\nPergunta ao tempo ele sabe tudo sobre mim\nO que ele guarda, diz tudo o que eu sinto por ti\n\nEu já tentei mudar\nMas a vida levou\nO melhor que eu tinha em mim\nE se um dia eu voltar\nEsperarás por mim?\n\nEu não era assim\nMas agora tenho medo de sentir\nPergunta ao tempo ele sabe tudo sobre mim\nPergunta ao tempo ele sabe tudo sobre mim\nO que ele guarda, diz tudo o que eu sinto por ti",https://youtube.com/watch?v=eIZ48w4epng
2020,ch,Switzerland,Gjon's Tears,Répondez-moi,,,,,,,,,Pourquoi la pluie\nEt les nuages aussi\nEt les nuages aussi\nPourquoi le soir\nTu t'endors dans mon lit\nTu t'endors dans mon lit\nPourquoi on dort\nSi loin de la famille\nDans un autre pays\nPourquoi la mort\nVient après la vie\nVient après la vie\n\nJ'donne ma langue au chat\nRépondez-moi\nPas de langue de bois\nRépondez-moi\n\nPourquoi on court\nSans jamais s'arrêter\nSans jamais s'arrêter\nPourquoi on prie\nChacun de son côté\nChacun de son côté\nPourquoi je suis\nIci étranger\nLà-bas étranger\nPourquoi mon fils\nGrandira sans été\nGrandira sans été\n\nJ'donne ma langue au chat\nRépondez-moi\nPas de langue de bois\nRépondez-moi\n\nJ'donne ma langue au chat\nRépondez...\n\nJ'donne ma langue au chat\nRépondez-moi\nPas de langue de bois\nRépondez-moi,https://youtube.com/watch?v=O9GAfFHZE-E
